"cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","VAT mar¿a","Kraj pochodzenia","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Bezwypadkowy","Serwisowany w ASO","Stan","VIN","Emisja CO2","Mo¿liwoœæ finansowania","Gwarancja dealerska (w cenie)","Pierwsza rejestracja","Faktura VAT","Leasing","Miesiêczna rata","Wersja","Filtr cz¹stek sta³ych","Per³owy","lub do (przebieg km)","Akryl (niemetalizowany)","Uszkodzony","Homologacja ciê¿arowa","Matowy","Tuning","Kierownica po prawej (Anglik)"
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","212 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","123 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","199 900 km","2 000 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5",NA,"Bia³y",NA,"Tak","Szwecja",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"31 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","270 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Be¿owy","Tak","Tak","Polska","GWE1222E","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,"18/04/2012",NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","203 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","5 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","78 379 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Polska","PO3G965",NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,"07/11/2014",NA,NA,NA,"1.4 TSI Trendline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"36 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","124 197 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","186 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","196 500 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Szwecja",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","169 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DPF Highline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"41 250","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","155 114 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,"24/04/2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","399 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,"Niemcy",NA,"Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"06/07/2012",NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","199 134 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 990","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","230 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czerwony",NA,"Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak","12 miesiêcy",NA,NA,NA,NA,"2.0 TDI Highline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"39 800","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","135 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","5","5","Czarny","Tak",NA,"Niemcy",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","230 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,"Polska","WWY74154","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,"29/03/2012",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"28 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","215 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","113 g/km",NA,NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","199 999 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Sedan","4","5","Szary","Tak","Tak","Polska","WU 2133C","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","145 g/km","Tak",NA,"19/11/2014",NA,"Tak",NA,"1.4 TSI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","203 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Inny kolor","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"2.0 TDI",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"45 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","127 631 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Czarny","Tak",NA,"Polska",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"26/09/2014","Tak","Tak","268 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","191 000 km","1 390 cm3","Benzyna","122 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,"KR3GU08","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","140 g/km",NA,NA,"21/06/2013",NA,NA,NA,"Variant 1.4 TSI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","210 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,"GA474FE","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,"Tak",NA,NA,"2.0 TDI Comfortline DSG","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","250 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Niemcy",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","172 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Szary",NA,NA,"Niemcy",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","113 g/km",NA,NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"30 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","200 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,"Tak","Tak",NA,NA,"U¿ywane","Wyœwietl VIN","113 g/km","Tak",NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","198 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,NA,NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24 600","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","185 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Szary","Tak",NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","136 g/km",NA,NA,"01/04/2014","Tak",NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,"Tak",NA,NA,NA,NA
"27 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","231 125 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Niebieski",NA,NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","224 500 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Szary","Tak",NA,"Niemcy","SZA802651","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"14/02/2017",NA,NA,NA,"2.0 TDI Highline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"39 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","233 021 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (sta³y)","Kombi","5","5","Czarny","Tak","Tak","Niemcy","GDA54669","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","149 g/km","Tak",NA,"29/11/2013",NA,NA,NA,"Alltrack 2.0 TDI 4Motion BlueMotion Tec","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"27 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","359 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Polska",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","196 787 km","1 600 cm3","Diesel","105 KM","Manualna",NA,"Sedan",NA,NA,"Czarny",NA,NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"24 300","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","315 400 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,"Tak","Niemcy","DW7G277","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","138 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Polska",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"13/02/2015",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","185 226 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,NA,"RMI 2134A","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,"22/11/2012",NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","197 434 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Be¿owy","Tak","Tak","Polska","WI3608X","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"16/08/2011",NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","220 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy",NA,"Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","136 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"59 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","222 000 km",NA,"Diesel","180 KM","Automatyczna",NA,"Kombi",NA,NA,"Czarny","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","227 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Holandia","CBY51960","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","113 g/km",NA,NA,"27/03/2015",NA,NA,NA,"Variant 1.6 TDI BlueMotion","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","218 000 km","1 798 cm3","Benzyna","160 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","165 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","134 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Polska","PZ035VT",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"29/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","234 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","190 000 km","1 598 cm3","Diesel","105 KM","Manualna",NA,"Kombi","5",NA,"Br¹zowy",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2017","30 854 km","1 798 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a","Kombi","5","5","Szary","Tak",NA,"Polska",NA,"Tak","Tak",NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"24/05/2017","Tak","Tak","476 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","162 000 km","3 597 cm3","Benzyna","300 KM","Automatyczna","4x4 (sta³y)","Kombi","5","5","Czarny","Tak",NA,NA,"LOT214",NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","215 g/km",NA,NA,NA,NA,NA,NA,"Variant 3.6 V6 4Motion DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","226 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Be¿owy","Tak","Tak","Polska","GD369RL","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"11/06/2014",NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","240 123 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Bia³y",NA,NA,"Szwecja",NA,NA,"Tak",NA,"Tak","U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"27 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","254 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Srebrny","Tak",NA,"Polska","CIN90782","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,"06/06/2011",NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","183 000 km","1 968 cm3","Diesel","140 KM","Automatyczna",NA,"Sedan","4","5","Czarny","Tak",NA,"Polska","WM7047M","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,"02/02/2013",NA,NA,NA,"ver-2-0-tdi-comfortline-optimum-dsg",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","204 577 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Szary","Tak","Tak","Niemcy",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km","Tak","12 miesiêcy","04/05/2011",NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","320 000 km",NA,"Diesel",NA,NA,NA,"Kombi",NA,NA,"Szary",NA,NA,NA,"dba10299",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","118 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"Bluemotion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","235 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Czechy",NA,NA,NA,NA,"Tak","U¿ywane",NA,NA,NA,NA,"12/08/2014",NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA
"38 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","223 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","4","5","Be¿owy","Tak",NA,"Polska","RLU71F6","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,"22/05/2013",NA,NA,NA,"2.0 TDI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"24 999","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","332 125 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","163 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DPF Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","167 528 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Szary","Tak",NA,"Polska","WF 3269P","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,"04/01/2013","Tak","Tak",NA,"2.0 TDI 4Mot DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 899","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","207 000 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Srebrny","Tak",NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","139 g/km","Tak",NA,"11/12/2013","Tak",NA,NA,"2.0 TDI 4Mot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2017","134 675 km","1 968 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Niebieski",NA,NA,NA,NA,"Tak","Tak",NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"24/03/2017","Tak","Tak","387 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2016","108 173 km","1 968 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Be¿owy",NA,NA,NA,NA,"Tak","Tak",NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"01/08/2016","Tak","Tak","381 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 800","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","113 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Sedan","5","5","Be¿owy","Tak","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","234 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","4","5","Czarny","Tak","Tak","Francja",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","114 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"25 555","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","406 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Polska",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,"Tak","Tak",NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","232 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"24 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","194 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","4","5","Czarny","Tak",NA,"Niemcy",NA,NA,"Tak",NA,"Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA
"37 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","120 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"12/02/2014",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"48 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2015","95 000 km","1 798 cm3","Benzyna","179 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Bia³y",NA,NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","129 g/km",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
